brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
thinkpad,X1,X1 Carbon Gen 13,2025,,14″,Intel Core Ultra 200V (Lunar Lake),ddr5,LPDDR5x-8400 on-package,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$645–910,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,Lunar Lake caps on-package memory at 32 GB (down from Gen 11/12's 64).,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L412 / L512,2010,,14/15.6″,Intel 1st gen Core i (Arrandale),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$25–50,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""L412 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L420 / L520,2011,,14/15.6″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–60,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""L420 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L430 / L530,2012,,14/15.6″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA,1,1,,,,,,,$35–65,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""L430 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L440 / L540,2013,,14/15.6″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$45–75,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""L440 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L450 / L550,2015,,14/15.6″,Intel 5th gen (Broadwell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$50–85,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""L450 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L460 / L560,2016,,14/15.6″,Intel 6th gen (Skylake),ddr4,DDR4-2133 SODIMM,2× SODIMM,32 GB,,0,SATA/M.2,1,,1,,,,2242,,$60–95,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""L460 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L470 / L570,2017,,14/15.6″,Intel 6th/7th gen (Kaby Lake),ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,0,SATA/NVMe,1,,1,1,,,,,$65–105,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L470 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L480 / L580,2018,,14/15.6″,Intel 8th gen (Kaby Lake R),ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,1,SATA/NVMe,1,,1,1,,,,,$84–120,"Real eBay sold IQR, Jul 2026 (n=42, median $100) (L480 sampled; other variants vary). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L480 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L490 / L590,2019,,14/15.6″,Intel 8th gen (Whiskey Lake) / Ryzen 3000 (L495/L595),ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,1,SATA/NVMe,1,,1,1,,,,,$95–140,"Est. (calibrated to Jul 2026 sold data). Value/fleet line (incl. R era) — soft prices, good bones.",,L495/L595 = AMD Ryzen 3500U twins.,L495 L595,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L490 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L14 Gen 1 / L15 Gen 1,2020,,14/15.6″,Intel 10th gen / Ryzen 4000,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$125–180,"Real eBay sold IQR, Jul 2026 (n=11, median $151). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L14 Gen 2 / L15 Gen 2,2021,,14/15.6″,Intel 11th gen / Ryzen 5000,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$209–272,"Real eBay sold IQR, Jul 2026 (n=8, median $250). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L14 Gen 3 / L15 Gen 3,2022,,14/15.6″,Intel 12th gen / Ryzen 5000,ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$195–365,"Real eBay sold IQR, Jul 2026 (n=8, median $330). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L14 Gen 4 / L15 Gen 4,2023,,14/15.6″,Intel 13th gen / Ryzen 7000,ddr5,DDR5-5200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,PCIe Gen 4,$330–370,"Real eBay sold IQR, Jul 2026 (n=9, median $350). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,L,L14 Gen 5 / L16 Gen 1,2024,,14/16″,Intel Core Ultra / Ryzen 7035,ddr5,DDR5-5600 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,PCIe Gen 4,$450–510,"Real eBay sold IQR, Jul 2026 (n=8, median $490). Value/fleet line (incl. R era) — soft prices, good bones.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""L14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,Edge 14 / Edge 15,2010,,14/15.6″,Intel 1st gen / AMD,ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$25–45,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""Edge 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E420 / E520,2011,,14/15.6″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""E420 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E430 / E530,2012,,14/15.6″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA,1,1,,,,,,,$35–60,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""E430 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E431 / E531,2013,,14/15.6″,Intel 3rd/4th gen,ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/M.2,1,2,2,,,,,mSATA or M.2 depending on generation,$40–70,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""E431 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E440 / E540,2014,,14/15.6″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$45–75,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""E440 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E450 / E550 / E455 / E555,2015,,14/15.6″,Intel 5th gen / AMD,ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$50–80,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""E450 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E460 / E560 / E465 / E565,2016,,14/15.6″,Intel 6th gen / AMD,ddr4,DDR4-2133 (AMD: DDR3L),2× SODIMM,32 GB (16 on AMD),,0,SATA/M.2,1,,1,,,,2242,,$55–90,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",removable,"Removable pack (L/E-series). Search ""E460 battery"".|>L/E-series kept removable batteries longer than the T-line. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E470 / E570 / E475 / E575,2017,,14/15.6″,Intel 6th/7th gen / AMD,ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,0,SATA/NVMe,1,,1,1,,,,,$60–100,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E470 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E480 / E580 / E485 / E585,2018,,14/15.6″,Intel 8th gen / Ryzen 2000,ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,1,SATA/NVMe,1,,1,1,,,,,$80–128,"Real eBay sold IQR, Jul 2026 (n=35, median $100). E480 titles. Budget line — cheap and plentiful; plastics wear fast.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"45Wh — search 01AV445|>Bottom-cover-off swap, 10 minutes. Plentiful aftermarket. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival."
thinkpad,E,E490 / E590 / E495 / E595,2019,,14/15.6″,Intel 8th gen / Ryzen 3000,ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB / 64 GB (AMD),,1,SATA/NVMe,1,,1,1,,,,,$90–135,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E490 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E14 Gen 2 / E15 Gen 2,2020,,14/15.6″,Intel 11th gen / Ryzen 4000,ddr4,DDR4-3200 SODIMM,2× SODIMM,40–64 GB,,1,NVMe,,,,1,,,,,$100–160,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E14 Gen 3 / E15 Gen 3,2021,,14/15.6″,Ryzen 5000 / Intel,ddr4,DDR4-3200 SODIMM,2× SODIMM,40–64 GB,,1,NVMe,,,,1,,,,,$115–180,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E14 Gen 4 / E15 Gen 4,2022,,14/15.6″,Intel 12th gen / Ryzen 5000,ddr4,DDR4-3200 SODIMM,2× SODIMM,40 GB (8 soldered + 1 on some),,1,NVMe,,,,1,,,,,$165–245,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,E,E14 Gen 5 / E16 Gen 1,2023,,14/16″,Intel 13th gen / Ryzen 7030,ddr5,DDR5-5200 SODIMM,2× SODIMM,40 GB,,1,NVMe,,,,1,,,,2242 + 2280 slots,$210–310,Est. (calibrated to Jul 2026 sold data). Budget line — cheap and plentiful; plastics wear fast.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""E14 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
